"company","category","size","title","level","city","url","updated"
"Island","Cybersecurity","l","Senior iOS Developer","Engineer","תל אביב-יפו","https://www.comeet.com/jobs/island/09.00A/senior-ios-developer/AE.D34?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-19"
"ActiveFence","Cybersecurity","l","Mobile Threat Analyst","Engineer","בנימינה גבעת עדה","https://www.comeet.com/jobs/alice/D5.005/mobile-threat-analyst/13.76F?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-19"
"Exodigo","Robotics & Automation","m","Senior Frontend Engineer","Engineer","תל אביב-יפו","https://www.comeet.com/jobs/exodigo/89.005/senior-frontend-engineer/37.46C?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-19"
"WSC Sports Technologies","Digital Media","l","Senior Frontend Developer","Engineer","רמת גן","https://www.comeet.com/jobs/wsc-sports/93.007/senior-frontend-developer/FD.454?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-18"
"Beach Bum","Gaming","l","Unity Developer","Engineer","רעננה","https://il.linkedin.com/jobs/view/unity-developer-at-beach-bum-4371888812?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-18"
"Fiverr","Productivity","l","Frontend Developer","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/frontend-developer-at-fiverr-4323254671?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-18"
"Digital Turbine","AdTech","xl","Android Developer","Engineer","פתח תקווה","https://il.linkedin.com/jobs/view/android-developer-at-digital-turbine-4354421453?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-17"
"Tenable","Cybersecurity","xl","Fullstack Engineer (Frontend Oriented, Angular) – OT","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/fullstack-engineer-frontend-oriented-angular-%E2%80%93-ot-at-tenable-4371409108?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-17"
"ActiveFence","Cybersecurity","l","Android Malware Research Director","Executive","בנימינה גבעת עדה","https://www.comeet.com/jobs/alice/D5.005/android-malware-research-director/77.75E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-16"
"Moon Active","Gaming","l","Unity Developer","Engineer","תל אביב-יפו","https://www.comeet.com/jobs/moonactive/A2.00C/unity-developer/B3.011?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-16"
"Artlist","Digital Media","l","Frontend Developer","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/frontend-developer-at-artlist-4402175499?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-16"
"Utila","Fintech","s","Mobile Engineer","Engineer","תל אביב-יפו","https://il.linkedin.com/jobs/view/mobile-engineer-at-utila-4402914487?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-16"
