"company","category","size","title","level","city","url","updated"
"Mechanical Devices","Semiconductors","s","Technical Sales Manager","Manager","חיפה","https://il.linkedin.com/jobs/view/technical-sales-manager-at-m-d-mechanical-devices-ltd-4399718067?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"DOT Compliance","Health","m","Sales Development Representative","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/sales-development-representative-at-dot-compliance-4400754702?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"MyHeritage","Digital Media","l","B2C Sales","Representative","גבעתיים","https://il.linkedin.com/jobs/view/b2c-sales-at-myheritage-4389059797?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"JFrog","Cloud Computing","l","Business Development Representative","Representative","נתניה","https://il.linkedin.com/jobs/view/business-development-representative-at-jfrog-4400713170?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Panorays","Cybersecurity","m","Business Applications Engineer","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/business-applications-engineer-at-panorays-4399780142?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Align Technology","Health","xl","Global Process Owner – Sales & Orders Expert","Representative","פתח תקווה","https://il.linkedin.com/jobs/view/global-process-owner-%E2%80%93-sales-orders-expert-at-align-technology-4389547635?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Appcharge","Fintech","s","Engineering Team Leader - Store & Monetization","Manager","תל אביב-יפו","https://il.linkedin.com/jobs/view/engineering-team-leader-store-monetization-at-appcharge-4401798758?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Align Technology","Health","xl","Salesforce System Analyst","Representative","פתח תקווה","https://il.linkedin.com/jobs/view/salesforce-system-analyst-at-align-technology-4377386244?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Mobileye","Automotive","l","Order Management Coordinator - Temporary Position","Representative","ירושלים","https://il.linkedin.com/jobs/view/order-management-coordinator-temporary-position-at-mobileye-4400751586?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Taboola","AdTech","l","Global Account Manager, Dynamic Ads","Representative","רמת גן","https://il.linkedin.com/jobs/view/global-account-manager-dynamic-ads-at-taboola-4370503019?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Intel","Semiconductors","l","Core Micro-Architecture Student","Executive","חיפה","https://il.linkedin.com/jobs/view/core-micro-architecture-student-at-intel-4400751402?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Taboola","AdTech","l","Senior Account Manager- Programmatic","Representative","רמת גן","https://il.linkedin.com/jobs/view/senior-account-manager-programmatic-at-taboola-4363768907?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-14"
"Waterfall Security Solutions","Cybersecurity","m","Sales Associate","Representative","ראש העין","https://www.comeet.com/jobs/waterfall-security/C7.009/sales-associate/6E.55D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Atera Networks","Productivity","l","Account Executive - TLV","Representative","תל אביב-יפו","https://www.comeet.com/jobs/atera/63.00B/account-executive---tlv/13.E59?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Coralogix","Cloud Computing","l","Commercial Account Executive","Representative","רמת גן","https://www.comeet.com/jobs/coralogix/06.004/commercial-account-executive/BC.241?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"SolarEdge Technologies","Sustainable Technology","l","Sales Representative","Representative","הרצליה","https://www.comeet.com/jobs/SolarEdge/71.00A/sales-representative/3D.46D?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"SolarEdge Technologies","Sustainable Technology","l","Sales Team Leader","Manager","הרצליה","https://www.comeet.com/jobs/SolarEdge/71.00A/sales-team-leader/CD.762?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"SuperPlay","Gaming","l","Monetization Manager","Manager","תל אביב-יפו","https://www.comeet.com/jobs/superplay/28.003/monetization-manager/45.06B?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"ACS Motion Control","Robotics & Automation","m","Sales Administrator","Representative","יקנעם עילית","https://www.comeet.com/jobs/ACS/14.000/sales-administrator/D9.660?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"IBM","AI/ML","l","Storage Sales Specialist","Representative","פתח תקווה","https://il.linkedin.com/jobs/view/storage-sales-specialist-at-ibm-4399512323?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"RoboTiCan","Robotics & Automation","s","Sales Account Manager","Representative","עומר","https://il.linkedin.com/jobs/view/sales-account-manager-at-robotican-4399533013?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Directeam","Productivity","s","Account Executive","Representative","גבעתיים","https://il.linkedin.com/jobs/view/account-executive-at-directeam-4399539213?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Bright Data","AdTech","l","Overlay Sales Director - Bright Insights","Executive","נתניה","https://il.linkedin.com/jobs/view/overlay-sales-director-bright-insights-at-bright-data-4399156676?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Hyro","AI/ML","m","VP of Sales Development","Executive","תל אביב-יפו","https://il.linkedin.com/jobs/view/vp-of-sales-development-at-hyro-4399525245?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Sola Security","Cybersecurity","xs","Founding Account Executive (First Sales Hire)","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/founding-account-executive-first-sales-hire-at-sola-security-4397260814?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"ThirdEye Systems","AI/ML","s","International Sales & Business Development Manager","Manager","נתניה","https://il.linkedin.com/jobs/view/international-sales-business-development-manager-at-thirdeye-systems-4399525171?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Rafael Advanced Defense Systems","Aerospace","l","Business Development Manager","Manager","חיפה","https://il.linkedin.com/jobs/view/business-development-manager-at-rafael-advanced-defense-systems-4401065432?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Check Point Software Technologies","Cybersecurity","l","Territory Account Manager","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/territory-account-manager-at-check-point-software-4401033643?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Palo Alto Networks","Cybersecurity","xl","Engineering Manager - Cross Platform Agent (Cortex XDR)","Executive","תל אביב-יפו","https://il.linkedin.com/jobs/view/engineering-manager-cross-platform-agent-cortex-xdr-at-palo-alto-networks-4361812297?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Check Point Software Technologies","Cybersecurity","l","EMEA Renewals Sales Operations Manager","Manager","תל אביב-יפו","https://il.linkedin.com/jobs/view/emea-renewals-sales-operations-manager-at-check-point-software-4401360211?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Check Point Software Technologies","Cybersecurity","l","Sales Development Representative - French Speaker","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/sales-development-representative-french-speaker-at-check-point-software-4401087106?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-13"
"Plus500","Fintech","l","Business Development Analyst","Representative","חיפה","https://www.comeet.com/jobs/plus500/A1.00F/business-development-analyst/1A.856?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-12"
"DealHub","Productivity","l","Enterprise Account Executive","Representative","חולון","https://www.comeet.com/jobs/dealhub/86.005/enterprise-account-executive/A3.753?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-12"
"Prelysis","Cybersecurity","xs","Presales Specialist","Representative","באר שבע","https://il.linkedin.com/jobs/view/presales-specialist-at-prelysis-4399375475?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-12"
"Neema","Fintech","m","Account Executive (Israeli Market)","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/account-executive-israeli-market-at-neema-better-than-a-bank-4400994011?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-12"
"Air Doctor","Health","m","Sales Development Representative","Representative","בית נקופה","https://il.linkedin.com/jobs/view/sales-development-representative-at-air-doctor-4398780753?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-12"
"Cisco Systems","Telecommunications","l","Inside Account Executive","Representative","נתניה","https://il.linkedin.com/jobs/view/inside-account-executive-at-cisco-4400993889?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-12"
"Zesty","Cloud Computing","l","Business Development Representative","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/business-development-representative-at-zesty-4375224342?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-12"
"Schneider Electric","Sustainable Technology","l","Contractors & End Users Sales Engineer","Representative","קדימה","https://il.linkedin.com/jobs/view/contractors-end-users-sales-engineer-at-schneider-electric-4357650588?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-12"
"DEEL","Fintech","l","Sales Development Representative, SMB| Israel","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/sales-development-representative-smb-israel-at-deel-4346251495?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-11"
"Waterfall Security Solutions","Cybersecurity","m","Pre Post Sales Engineer","Representative","ראש העין","https://il.linkedin.com/jobs/view/pre-post-sales-engineer-at-waterfall-security-solutions-4400941177?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-11"
"Radware","Cybersecurity","l","Sales Enablement- Student","Student","תל אביב-יפו","https://il.linkedin.com/jobs/view/sales-enablement-student-at-radware-4399330131?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-11"
"JFrog","Cloud Computing","l","Director of IS Business Applications","Executive","נתניה","https://il.linkedin.com/jobs/view/director-of-is-business-applications-at-jfrog-4341552546?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-11"
"Taboola","AdTech","l","Senior Programmatic Account Manager","Representative","רמת גן","https://il.linkedin.com/jobs/view/senior-programmatic-account-manager-at-taboola-4362342050?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-11"
"monday.com","Productivity","l","Sales Manager - Israel market, Mid-Market & Enterprise","Manager","תל אביב-יפו","https://il.linkedin.com/jobs/view/sales-manager-israel-market-mid-market-enterprise-at-monday-com-4400399195?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-10"
"Semperis","Cybersecurity","l","Business Development Representative- Italian Speaker","Representative","רמת גן","https://il.linkedin.com/jobs/view/business-development-representative-italian-speaker-at-semperis-4399072011?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-10"
"DEEL","Fintech","l","Sales Development Representative, Enterprise | Saudi Arabia","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/sales-development-representative-enterprise-saudi-arabia-at-deel-4398117712?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-10"
"Novo Nordisk","Health","xl","Sales Representative","Representative","כפר סבא","https://il.linkedin.com/jobs/view/sales-representative-at-novo-nordisk-4375244520?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-10"
"Kornit Digital","Digital Media","l","Oracle Business Application Analyst – Logistics module","Representative","הוד השרון","https://il.linkedin.com/jobs/view/oracle-business-application-analyst-%E2%80%93-logistics-module-at-kornit-digital-4387832650?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-10"
"Quantum Machines","IoT","m","Micro-Architect","Executive","תל אביב-יפו","https://il.linkedin.com/jobs/view/micro-architect-at-quantum-machines-4326678970?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-10"
"Elbit Systems","Aerospace","l","Global Business Development Manager","Manager","חיפה","https://il.linkedin.com/jobs/view/global-business-development-manager-at-elbit-systems-israel-4375559549?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-10"
"Lusha","AdTech","l","Mid-Market & Enterprise Account Executive","Representative","תל אביב-יפו","https://www.comeet.com/jobs/lusha/73.00B/mid-market--enterprise-account-executive/0C.561?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-09"
"Atera Networks","Productivity","l","Business Partners Manager","Manager","תל אביב-יפו","https://www.comeet.com/jobs/atera/63.00B/business-partners-manager/02.660?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-09"
"monday.com","Productivity","l","SMB Account Manager - Israel Market","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/smb-account-manager-israel-market-at-monday-com-4377863430?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-09"
"Sentrycs","Cybersecurity","m","VP C-UAS Solution Sales","Executive","תל אביב-יפו","https://il.linkedin.com/jobs/view/vp-c-uas-solution-sales-at-sentrycs-counter-drone-solutions-adapting-at-the-speed-of-threats-4400219099?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-09"
"Media Force","Digital Media","m","Director of Business Development","Executive","חולון","https://il.linkedin.com/jobs/view/director-of-business-development-at-mediaforce-4397279267?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-09"
"Datadog","Cloud Computing","xl","Commercial Sales Engineer (Tel Aviv)","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/commercial-sales-engineer-tel-aviv-at-datadog-4387626940?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-09"
"Shopeaks","Productivity","xs","Growth Account Manager","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/growth-account-manager-at-shopeaks-4398814061?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-09"
"Comda","Cybersecurity","m","Enterprise Sales Manager","Manager","תל אביב-יפו","https://il.linkedin.com/jobs/view/enterprise-sales-manager-at-comda-4398670462?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-09"
"SAP","Productivity","xl","Head of Corporate Sales - SAP Israel","Executive","מודיעין-מכבים-רעות","https://il.linkedin.com/jobs/view/head-of-corporate-sales-sap-israel-at-sap-4355053566?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-09"
"MyHeritage","Digital Media","l","Sales Representative -Retention-  German\Swedish\Danish\ Portuguese or Dutch speaker","Representative","גבעתיים","https://il.linkedin.com/jobs/view/sales-representative-retention-german-swedish-danish-portuguese-or-dutch-speaker-at-myheritage-4378376258?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-09"
"Wiz","Cybersecurity","l","Account Executive Public & Defense Sector","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/account-executive-public-defense-sector-at-wiz-4348070349?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-09"
"Radware","Cybersecurity","l","HR Business Partner - Maternity Leave","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/hr-business-partner-maternity-leave-at-radware-4385085103?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-09"
"Scooper","Productivity","s","Sales Development Representative","Representative","בני ברק","https://il.linkedin.com/jobs/view/sales-development-representative-at-scooper-4398691638?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-09"
"Applause","Productivity","l","Strategic Account Executive","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/strategic-account-executive-at-applause-4385944222?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-08"
"Cato Networks","Cybersecurity","l","HR Business Partner","Representative","בני ברק","https://il.linkedin.com/jobs/view/hr-business-partner-at-cato-networks-4384469737?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-08"
"Beach Bum","Gaming","l","Director of Monetization & LiveOps","Executive","רעננה","https://il.linkedin.com/jobs/view/director-of-monetization-liveops-at-beach-bum-4399408346?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-08"
"WalkMe","Productivity","l","AI Solution Engineer – Corporate Business Applications","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/ai-solution-engineer-%E2%80%93-corporate-business-applications-at-walkme-4328944144?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-08"
"BrandShield","Cybersecurity","m","נציג.ת תמיכת לקוחות","Representative","הרצליה","https://www.comeet.com/jobs/brandshield/13.002/_--/D9.D3E?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"Cato Networks","Cybersecurity","l","Order Management Team Lead","Manager","בני ברק","https://il.linkedin.com/jobs/view/order-management-team-lead-at-cato-networks-4352514890?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"Papaya","Digital Media","l","Monetization Manager","Manager","תל אביב-יפו","https://il.linkedin.com/jobs/view/monetization-manager-at-papaya-4386770215?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"Medtronic","Health","l","Sales Representative Acute Care & Monitoring","Representative","הרצליה","https://il.linkedin.com/jobs/view/sales-representative-acute-care-monitoring-at-medtronic-4398528548?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"SimilarWeb","Productivity","l","Inbound Sales Development Representative","Representative","גבעתיים","https://il.linkedin.com/jobs/view/inbound-sales-development-representative-at-similarweb-4398543997?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"Nvidia","AI/ML","l","Senior Firmware ETH Core Micro Architect","Executive","תל אביב-יפו","https://il.linkedin.com/jobs/view/senior-firmware-eth-core-micro-architect-at-nvidia-4395472526?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"Check Point Software Technologies","Cybersecurity","l","Renewals Territory Account Manager - Russian Speaker","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/renewals-territory-account-manager-russian-speaker-at-check-point-software-4382072250?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-07"
"Duve","E-commerce & Retail","m","Business Development Representative","Representative",,"https://il.linkedin.com/jobs/view/business-development-representative-at-duve-4382945667?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-06"
"Applause","Productivity","l","Enterprise Account Executive","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/enterprise-account-executive-at-applause-4394712711?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-06"
"Duve","E-commerce & Retail","m","Account Executive","Representative",,"https://il.linkedin.com/jobs/view/account-executive-at-duve-4369479890?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-06"
"Cisco Systems","Telecommunications","l","Director, Sales Splunk, Country Manager Israel","Manager","נתניה","https://il.linkedin.com/jobs/view/director-sales-splunk-country-manager-israel-at-cisco-4397785142?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-06"
"Raft Technologies","Telecommunications","m","Licenses & Business Development","Representative","תל אביב-יפו","https://il.linkedin.com/jobs/view/licenses-business-development-at-raft-technologies-4397927629?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-06"
"StoreNext","E-commerce & Retail","m","Sales Specialist","Representative","פתח תקווה","https://il.linkedin.com/jobs/view/sales-specialist-at-storenext-4397904180?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-06"
"Lidwave","Automotive","xs","Vice President of Sales and Business Development","Representative","ירושלים","https://il.linkedin.com/jobs/view/vice-president-of-sales-and-business-development-at-lidwave-4397969432?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-06"
"Brinker","Cybersecurity","xs","Sales Marketing Assistant","Representative","כפר מל""ל","https://il.linkedin.com/jobs/view/sales-marketing-assistant-at-brinker-4397863958?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-06"
"SimilarWeb","Productivity","l","Director of B2C Marketing & Monetization","Executive","גבעתיים","https://il.linkedin.com/jobs/view/director-of-b2c-marketing-monetization-at-similarweb-4386093358?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-06"
"Check Point Software Technologies","Cybersecurity","l","Renewal Sales Manager - English Speaker","Manager","תל אביב-יפו","https://il.linkedin.com/jobs/view/renewal-sales-manager-english-speaker-at-check-point-software-4382056901?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-06"
"Elbit Systems","Aerospace","l","Sales & Contracts Manager","Manager","חיפה","https://il.linkedin.com/jobs/view/sales-contracts-manager-at-elbit-systems-israel-4384004180?utm_source=techmap&utm_medium=csv&utm_campaign=github&utm_term=apply","2026-04-06"
